,hospital_name,hospital_ownership,hospital_type,lat,lng,address,city,emergency_services,subtotal_acute_utilization,payroll_employees,hospital_overall_rating,mortality_national_comparison,safety_of_care_national_comparison,readmission_national_comparison,patient_experience_national_comparison,effectiveness_of_care_national_comparison,timeliness_of_care_national_comparison,efficient_use_of_medical_imaging_national_comparison
3035,CEDARS-SINAI MEDICAL CENTER,Voluntary non-profit - Other,Acute Care Hospitals,34.075496,-118.380122,8700 BEVERLY BLVD,LOS ANGELES,True,85.0,11766.13,5,Above the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Above the national average
3036,CALIFORNIA PACIFIC MEDICAL CTR-DAVIES CAMPUS HOSP,Voluntary non-profit - Other,Acute Care Hospitals,37.769114,-122.434696,601 DUBOCE AVENUE,SAN FRANCISCO,False,31.0,612.75,3,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
3037,KAISER FOUNDATION HOSPITAL - SACRAMENTO,Voluntary non-profit - Private,Acute Care Hospitals,38.602162,-121.392238,2025 MORSE AVENUE,SACRAMENTO,True,47.0,1415.48,3,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Not Available,Not Available
3038,HOUSTON MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,32.618198,-83.62941,1601 WATSON BOULEVARD,WARNER ROBINS,True,75.0,1692.64,3,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Below the national average
3039,UNIVERSITY OF COLORADO HOSPITAL AUTHORITY,Government - Hospital District or Authority,Acute Care Hospitals,39.741364,-104.841275,12605 E 16TH AVE,AURORA,True,85.0,6254.81,4,Above the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Above the national average
3040,SAINT FRANCIS BARTLETT MEDICAL CENTER,Proprietary,Acute Care Hospitals,35.207034,-89.802347,2986 KATE BOND RD,BARTLETT,True,62.0,492.2,3,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
3041,ADVENTIST HEALTH CASTLE,Voluntary non-profit - Church,Acute Care Hospitals,21.381502,-157.757229,640 ULUKAHIKI ST,KAILUA,True,56.0,741.73,4,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
3042,BOTHWELL REGIONAL HEALTH CENTER,Government - Local,Acute Care Hospitals,38.699051,-93.222089,601 E 14TH ST,SEDALIA,True,39.0,736.86,3,Same as the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
3043,"OUR LADY OF LOURDES REGIONAL MEDICAL CENTER, INC",Voluntary non-profit - Private,Acute Care Hospitals,30.150001,-92.040447,4801 AMBASSADOR CAFFERY PARKWAY,LAFAYETTE,True,53.0,1292.3,2,Same as the national average,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average
3044,HOPI HEALTH CARE CENTER,Tribal,Critical Access Hospitals,35.8022226,-110.4260281,"HIGHWAY 264, MILEPOST 388",POLACCA,False,20.0,242.0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3045,LAKEWOOD REGIONAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,33.860223,-118.148749,3700 E SOUTH ST,LAKEWOOD,True,65.0,685.6,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3046,CHRISTUS GOOD SHEPHERD MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,32.501448,-94.731471,700 E MARSHALL AVE,LONGVIEW,True,55.0,1936.2,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3047,REGIONAL HEALTH LEAD-DEADWOOD HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,44.370048,-103.728348,61 CHARLES STREET,DEADWOOD,True,42.0,92.7,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Above the national average,Same as the national average
3048,OJAI VALLEY COMMUNITY HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,34.442251,-119.264518,1306 MARICOPA HWY,OJAI,True,34.0,214.22,Not Available,Not Available,Not Available,Not Available,Above the national average,Same as the national average,Same as the national average,Same as the national average
3049,REGIONAL HEALTH STURGIS HOSPITAL,Voluntary non-profit - Other,Critical Access Hospitals,44.402787,-103.509122,2140 JUNCTION AVE,STURGIS,True,54.0,173.89,4,Not Available,Not Available,Above the national average,Above the national average,Not Available,Above the national average,Not Available
3050,MERCY HOSPITAL ADA,Voluntary non-profit - Private,Acute Care Hospitals,34.778068,-96.634813,430 NORTH MONTE VISTA,ADA,True,31.0,534.26,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
3051,REGIONAL HEALTH SPEARFISH HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,44.497887,-103.861136,1440 N MAIN ST,SPEARFISH,True,40.0,454.71,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
3052,UNIONTOWN HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,39.901996,-79.737619,500 WEST BERKELEY STREET,UNIONTOWN,True,60.0,944.4,2,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
3053,BAYLOR SCOTT & WHITE MEDICAL CENTER - MARBLE FALLS,Voluntary non-profit - Private,Acute Care Hospitals,30.11074,-97.359381,810 W HIGHWAY 71,MARBLE FALLS,True,47.0,381.23,5,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
3054,MERCY HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,41.663541,-91.528653,500 E MARKET STREET,IOWA CITY,True,31.0,781.87,Not Available,Not Available,Not Available,Not Available,Above the national average,Same as the national average,Above the national average,Not Available
3055,MERCY HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,41.663541,-91.528653,500 E MARKET STREET,IOWA CITY,True,31.0,781.87,5,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Above the national average,Same as the national average
3056,MERCY HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,41.663541,-91.528653,500 E MARKET STREET,IOWA CITY,True,31.0,781.87,4,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
3057,MERCY HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,41.663541,-91.528653,500 E MARKET STREET,IOWA CITY,True,31.0,781.87,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average
3058,CARLISLE REGIONAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,40.184767,-77.223007,361 ALEXANDER SPRING ROAD,CARLISLE,True,69.0,686.84,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3059,VASSAR BROTHERS MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,41.694567,-73.935723,45 READE PLACE,POUGHKEEPSIE,True,74.0,1898.3,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Below the national average
3060,ALLEGAN GENERAL HOSPITAL,Voluntary non-profit - Other,Critical Access Hospitals,42.520259,-85.856939,555 LINN STREET,ALLEGAN,True,24.0,232.29,3,Same as the national average,Not Available,Same as the national average,Same as the national average,Not Available,Not Available,Same as the national average
3061,MEDICAL CENTER ENTERPRISE,Proprietary,Acute Care Hospitals,31.318191,-85.855308,400 N EDWARDS STREET,ENTERPRISE,True,28.0,322.24,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
3062,PROVIDENCE SAINT JOSEPH MEDICAL CTR,Voluntary non-profit - Church,Acute Care Hospitals,34.157643,-118.327841,501 SOUTH BUENA VISTA STREET,BURBANK,True,53.0,1597.93,3,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
3063,CENTRASTATE MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,40.23566,-74.312025,901 WEST MAIN STREET,FREEHOLD,True,60.0,1639.24,3,Same as the national average,Below the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Above the national average
3064,STANFORD HEALTH CARE - VALLEYCARE,Voluntary non-profit - Private,Acute Care Hospitals,37.692133,-121.880027,5555 WEST LAS POSITAS BOULEVARD,PLEASANTON,True,44.0,1043.37,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
3065,HILL COUNTRY MEMORIAL HOSPITAL INC,Voluntary non-profit - Private,Acute Care Hospitals,30.262187,-98.880491,1020 SOUTH STATE HIGHWAY 16,FREDERICKSBURG,True,36.0,449.07,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Below the national average
3066,OWENSBORO HEALTH MUHLENBERG COMMUNITY HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,37.196925,-87.189639,440 HOPKINSVILLE STREET,GREENVILLE,True,27.0,384.95,5,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
3067,BARTLETT REGIONAL HOSPITAL,Government - Local,Acute Care Hospitals,58.328696,-134.466829,3260 HOSPITAL DR,JUNEAU,True,41.0,520.21,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
3068,GILA REGIONAL MEDICAL CENTER,Government - Hospital District or Authority,Acute Care Hospitals,32.795524,-108.260908,1313 E 32ND ST,SILVER CITY,True,38.0,481.28,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
3069,STARR REGIONAL MEDICAL CENTER ATHENS,Proprietary,Acute Care Hospitals,35.440789,-84.608823,1114 W MADISON AVE,ATHENS,True,28.0,507.43,2,Below the national average,Not Available,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
3070,WILSON N JONES REGIONAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,33.635636,-96.622851,500 N HIGHLAND AVENUE,SHERMAN,True,27.0,457.97,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
3071,MILLS-PENINSULA MEDICAL CENTER,Voluntary non-profit - Private,Acute Care Hospitals,37.594398,-122.383356,1501 TROUSDALE DRIVE,BURLINGAME,True,59.0,1534.83,5,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
3072,SSM HEALTH DEPAUL HOSPITAL ST LOUIS,Voluntary non-profit - Private,Acute Care Hospitals,38.748965,-90.432379,12303 DEPAUL DRIVE,BRIDGETON,True,66.0,1899.03,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3073,METHODIST HOSPITAL FOR SURGERY,Proprietary,Acute Care Hospitals,32.985131,-96.828818,17101 DALLAS PARKWAY,ADDISON,True,64.0,215.0,Not Available,Not Available,Above the national average,Not Available,Above the national average,Not Available,Not Available,Not Available
3074,SUTTER DAVIS HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,38.562923,-121.772522,2000 SUTTER PLACE,DAVIS,True,75.0,387.33,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
3075,MEDICAL CENTER OF TRINITY,Proprietary,Acute Care Hospitals,28.206014,-82.660964,"9330 SR 54, STE 401",TRINITY,True,69.0,1125.18,2,Below the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Above the national average
3076,GARDEN PARK MEDICAL CENTER,Proprietary,Acute Care Hospitals,30.44201,-89.092766,15200 COMMUNITY ROAD,GULFPORT,True,32.0,364.25,4,Same as the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
3077,POMERADO HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,32.996802,-117.057852,15615 POMERADO ROAD,POWAY,True,57.0,825.44,4,Same as the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
3078,METHODIST HOSPITAL,Proprietary,Acute Care Hospitals,29.50684,-98.572976,7700 FLOYD CURL DR,SAN ANTONIO,True,77.0,7027.84,4,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Above the national average
3079,METHODIST HOSPITAL,Proprietary,Acute Care Hospitals,29.50684,-98.572976,7700 FLOYD CURL DR,SAN ANTONIO,True,77.0,7027.84,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Below the national average
3080,METHODIST HOSPITAL,Proprietary,Acute Care Hospitals,29.50684,-98.572976,7700 FLOYD CURL DR,SAN ANTONIO,True,77.0,7027.84,3,Same as the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Below the national average,Same as the national average
3081,JACKSON MEMORIAL HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,25.790612,-80.214945,1611 NW 12TH AVE,MIAMI,True,72.0,9514.02,1,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Above the national average
3082,BOONE MEMORIAL HOSPITAL,Government - Local,Critical Access Hospitals,38.048636,-81.806532,701 MADISON AVENUE,MADISON,True,44.0,260.32,4,Not Available,Not Available,Same as the national average,Above the national average,Not Available,Same as the national average,Not Available
3083,JANE TODD CRAWFORD HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,37.242124,-85.496302,202-206 MILBY STREET,GREENSBURG,True,79.0,190.01,3,Same as the national average,Not Available,Same as the national average,Not Available,Not Available,Same as the national average,Not Available
3084,MEDICAL CENTER OF THE ROCKIES,Voluntary non-profit - Private,Acute Care Hospitals,40.415194,-105.001451,2500 ROCKY MOUNTAIN AVENUE,LOVELAND,True,82.0,1340.64,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
3085,FISHERMEN'S COMMUNITY HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,24.71113,-81.09472,3301 OVERSEAS HWY,MARATHON,True,1.0,72.72,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3086,"PIEDMONT WALTON HOSPITAL, INC",Proprietary,Acute Care Hospitals,33.798635,-83.746316,2151 W SPRING STREET,MONROE,True,35.0,324.78,1,Same as the national average,Below the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
3087,CITRUS MEMORIAL HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,28.832242,-82.335335,502 W HIGHLAND BLVD,INVERNESS,True,61.0,728.85,2,Below the national average,Above the national average,Below the national average,Below the national average,Above the national average,Below the national average,Same as the national average
3088,NORTHEAST REGIONAL MEDICAL CENTER,Proprietary,Acute Care Hospitals,40.192523,-92.590849,315 S OSTEOPATHY,KIRKSVILLE,True,52.0,341.62,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average
3089,MEDICAL CITY ARLINGTON,Proprietary,Acute Care Hospitals,32.691751,-97.1148,3301 MATLOCK ROAD,ARLINGTON,True,74.0,1221.86,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
3090,"UNIVERSITY OF CINCINNATI MEDICAL CENTER, LLC",Voluntary non-profit - Private,Acute Care Hospitals,39.136728,-84.502562,234 GOODMAN STREET,CINCINNATI,True,81.0,4519.0,2,Same as the national average,Above the national average,Below the national average,Below the national average,Below the national average,Below the national average,Same as the national average
3091,GEARY COMMUNITY HOSPITAL,Government - Local,Acute Care Hospitals,39.013979,-96.849798,1102 ST MARY'S ROAD,JUNCTION CITY,True,18.0,295.33,3,Same as the national average,Same as the national average,Same as the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
3092,COLUMBUS COMMUNITY HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,41.453273,-97.3849,4600 38TH ST,COLUMBUS,True,42.0,553.52,4,Same as the national average,Same as the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
3093,COLUMBUS COMMUNITY HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,41.453273,-97.3849,4600 38TH ST,COLUMBUS,True,42.0,553.52,4,Same as the national average,Not Available,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
3094,COLUMBUS COMMUNITY HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,41.453273,-97.3849,4600 38TH ST,COLUMBUS,True,42.0,553.52,4,Same as the national average,Not Available,Same as the national average,Above the national average,Not Available,Above the national average,Same as the national average
3095,ST VINCENT HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,44.501039,-88.013175,835 S VAN BUREN ST,GREEN BAY,True,60.0,1634.45,4,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
3096,ST VINCENT HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,44.501039,-88.013175,835 S VAN BUREN ST,GREEN BAY,True,60.0,1634.45,2,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
3097,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,Voluntary non-profit - Church,Acute Care Hospitals,43.596332,-116.519174,4300 E FLAMINGO AVE,NAMPA,True,62.0,684.73,4,Same as the national average,Below the national average,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average
3098,ST JOSEPH MERCY CHELSEA,Voluntary non-profit - Private,Acute Care Hospitals,42.310594,-84.016571,775 S MAIN ST,CHELSEA,True,28.0,861.4,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
3099,MERCY HOSPITAL LEBANON,Voluntary non-profit - Church,Acute Care Hospitals,37.681437,-92.635875,100 HOSPITAL DRIVE,LEBANON,True,38.0,396.0,4,Same as the national average,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
3100,HARBORVIEW MEDICAL CENTER,Government - Local,Acute Care Hospitals,47.604084,-122.323372,325 9TH AVENUE,SEATTLE,True,95.0,4378.95,2,Same as the national average,Same as the national average,Below the national average,Same as the national average,Below the national average,Below the national average,Same as the national average
3101,ATLANTICARE REGIONAL MEDICAL CENTER - CITY CAMPUS,Voluntary non-profit - Other,Acute Care Hospitals,39.357791,-74.433942,1925 PACIFIC AVENUE,ATLANTIC CITY,True,68.0,3470.0,3,Above the national average,Above the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Above the national average
3102,CAPE COD HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,41.652823,-70.274847,88 LEWIS BAY ROAD,HYANNIS,True,76.0,1665.13,5,Above the national average,Above the national average,Same as the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
3103,"MERCY HOSPITAL HEALDTON, INC.",Voluntary non-profit - Private,Critical Access Hospitals,34.222991,-97.492178,3462 HOSPITAL RD,HEALDTON,True,27.0,48.09,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
3104,CENTRAL LOUISIANA SURGICAL HOSPITAL,Physician,Acute Care Hospitals,31.315236,-92.467478,651 NORTH BOLTON AVE,ALEXANDRIA,False,29.0,227.37,Not Available,Not Available,Not Available,Not Available,Above the national average,Same as the national average,Not Available,Below the national average
3105,TWIN CITIES HOSPITAL,Proprietary,Acute Care Hospitals,30.5335439,-86.4955846,2190 HWY 85 N,NICEVILLE,True,35.0,182.85,4,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Above the national average,Below the national average
3106,SALEM HEALTH WEST VALLEY,Voluntary non-profit - Private,Critical Access Hospitals,44.919404,-123.310383,525 SE WASHINGTON STREET,DALLAS,True,24.0,148.43,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average
3107,ST MARY'S HEALTHCARE,Voluntary non-profit - Private,Acute Care Hospitals,42.953648,-74.216041,427 GUY PARK AVENUE,AMSTERDAM,True,64.0,1362.2,3,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Not Available
3108,ARROWHEAD REGIONAL MEDICAL CENTER,Government - Local,Acute Care Hospitals,34.072884,-117.352833,400 NORTH PEPPER AVENUE,COLTON,True,74.0,3128.94,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3109,PIONEERS MEMORIAL HEALTHCARE DISTRICT,Government - Hospital District or Authority,Acute Care Hospitals,32.959947,-115.552723,207 WEST LEGION ROAD,BRAWLEY,True,52.0,792.33,1,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3110,WILCOX MEMORIAL HOSPITAL,Government - Federal,Acute Care Hospitals,21.987043,-159.366198,3-3420 KUHIO HIGHWAY,LIHUE,True,63.0,482.52,4,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
3111,SAINT JOSEPH MERCY LIVINGSTON HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,42.615372,-83.939355,620 BYRON RD,HOWELL,True,54.0,621.63,5,Same as the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Above the national average
3112,SOUTHERN COOS HOSPITAL & HEALTH CENTER,Government - Hospital District or Authority,Critical Access Hospitals,43.113244,-124.402426,900 11TH STREET SE,BANDON,True,28.0,83.52,Not Available,Not Available,Not Available,Below the national average,Not Available,Not Available,Not Available,Not Available
3113,WOODLAND MEMORIAL HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,38.664344,-121.793403,1325 COTTONWOOD STREET,WOODLAND,True,38.0,405.94,2,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
3114,ST LUKE'S MINERS MEMORIAL HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,40.821619,-75.914152,360 W RUDDLE STREET,COALDALE,True,49.0,401.81,4,Same as the national average,Above the national average,Below the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average
3115,ASCENSION ST VINCENT'S RIVERSIDE,Voluntary non-profit - Private,Acute Care Hospitals,30.307891,-81.689154,1 SHIRCLIFF WAY,JACKSONVILLE,True,57.0,1988.77,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3116,CHRISTUS HEALTH SHREVEPORT - BOSSIER,Voluntary non-profit - Private,Acute Care Hospitals,32.425962,-93.718926,1453 E BERT KOUNS INDUSTRIAL DRIVE,SHREVEPORT,True,53.0,935.23,2,Same as the national average,Below the national average,Below the national average,Above the national average,Same as the national average,Below the national average,Same as the national average
3117,BERKSHIRE MEDICAL CENTER INC - 1,Voluntary non-profit - Other,Acute Care Hospitals,42.458748,-73.249004,725 NORTH STREET,PITTSFIELD,True,74.0,2602.61,2,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average
3118,UP HEALTH SYSTEM - MARQUETTE,Government - Local,Acute Care Hospitals,46.543081,-87.411036,850 W BARAGA AVE,MARQUETTE,True,44.0,1608.45,2,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Below the national average
3119,ASCENSION BORGESS HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,42.304759,-85.561425,1521 GULL ROAD,KALAMAZOO,True,54.0,2046.63,4,Below the national average,Above the national average,Above the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3120,SIBLEY MEMORIAL HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,38.935747,-77.109889,5255 LOUGHBORO RD NW,WASHINGTON,True,75.0,1751.79,5,Same as the national average,Above the national average,Above the national average,Above the national average,Above the national average,Below the national average,Same as the national average
3121,ASCENSION ST JOHN HOSPITAL,Voluntary non-profit - Church,Acute Care Hospitals,42.419011,-82.915008,22101 MOROSS RD,DETROIT,True,64.0,3419.58,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3122,JOHN DEMPSEY HOSPITAL,Government - Local,Acute Care Hospitals,41.73509,-72.79582,263 FARMINGTON AVE,FARMINGTON,True,67.0,1670.38,3,Same as the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Below the national average,Same as the national average
3123,MILLCREEK COMMUNITY HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.074141,-80.093735,5515 PEACH STREET,ERIE,True,46.0,399.06,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Not Available
3124,SAN GORGONIO MEMORIAL HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,33.9316874,-116.9461472,600 NORTH HIGHLAND SPRINGS AVENUE,BANNING,True,47.0,424.64,2,Same as the national average,Same as the national average,Below the national average,Below the national average,Same as the national average,Below the national average,Same as the national average
3125,ASCENSION CALUMET HOSPITAL,Voluntary non-profit - Private,Critical Access Hospitals,44.025439,-88.154399,614 MEMORIAL DRIVE,CHILTON,True,12.0,102.5,Not Available,Not Available,Not Available,Not Available,Not Available,Same as the national average,Above the national average,Not Available
3126,DUKE UNIVERSITY HOSPITAL,Proprietary,Acute Care Hospitals,36.0075052,-78.938442,PO BOX 3814 DUMC  ERWIN RD,DURHAM,True,88.0,8835.11,4,Same as the national average,Above the national average,Above the national average,Above the national average,Below the national average,Below the national average,Same as the national average
3127,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,Voluntary non-profit - Church,Acute Care Hospitals,41.903104,-87.683213,2233 W DIVISION ST,CHICAGO,True,62.0,1352.4,5,Above the national average,Above the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Below the national average
3128,METRO HEALTH HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.858067,-85.722937,"5900 BYRON CENTER AVENUE, SW",WYOMING,True,52.0,2477.05,3,Below the national average,Below the national average,Above the national average,Above the national average,Above the national average,Above the national average,Same as the national average
3129,CHI ST. VINCENT HOSPITAL HOT SPRINGS,Voluntary non-profit - Church,Acute Care Hospitals,34.466035,-93.066396,300 WERNER STREET,HOT SPRINGS,True,62.0,945.77,3,Same as the national average,Above the national average,Below the national average,Below the national average,Same as the national average,Above the national average,Below the national average
3130,HOLZER MEDICAL CENTER JACKSON,Voluntary non-profit - Private,Critical Access Hospitals,39.032661,-82.63818,500 BURLINGTON ROAD,JACKSON,True,31.0,164.1,3,Same as the national average,Same as the national average,Same as the national average,Not Available,Same as the national average,Same as the national average,Same as the national average
3131,STEPHENS COUNTY HOSPITAL,Government - Hospital District or Authority,Acute Care Hospitals,34.59302,-83.347172,163 HOSPITAL DRIVE,TOCCOA,True,22.0,386.07,3,Same as the national average,Same as the national average,Below the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
3132,ASCENSION PROVIDENCE ROCHESTER HOSPITAL,Voluntary non-profit - Private,Acute Care Hospitals,42.680882,-83.149228,1101 W UNIVERSITY DRIVE,ROCHESTER,True,48.0,963.12,3,Same as the national average,Above the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average,Same as the national average
3133,GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,40.146353,-77.128598,FOURTH AND WALNUT STREETS,LEBANON,True,57.0,927.37,4,Same as the national average,Below the national average,Above the national average,Above the national average,Above the national average,Same as the national average,Above the national average
3134,GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,40.146353,-77.128598,FOURTH AND WALNUT STREETS,LEBANON,True,57.0,927.37,3,Same as the national average,Not Available,Same as the national average,Below the national average,Not Available,Not Available,Not Available
3135,GOOD SAMARITAN HOSPITAL,Voluntary non-profit - Other,Acute Care Hospitals,40.146353,-77.128598,FOURTH AND WALNUT STREETS,LEBANON,True,57.0,927.37,2,Same as the national average,Below the national average,Below the national average,Below the national average,Same as the national average,Same as the national average,Above the national average
